comment,sentiment,category,rating
AMAZINGGG BELIIII GA NYESELLLL!!!,positive,emotional_exaggeration,5
TERBURUKKKK YANG PERNAH ADA!!!,negative,emotional_exaggeration,1
PARAH BANGETTTT KECEWA BERATTTT!!!,negative,emotional_exaggeration,1
JELEK AMPUNNNN ZONK BESARRR!!!,negative,emotional_exaggeration,1
MENGECEWAKANNNN TOTALLY PARAHHHH!!!,negative,emotional_exaggeration,1
WORST EVERRRR RUGI BANGETTTT!!!,negative,emotional_exaggeration,1
KAPOKKKK GA MAU LAGIII!!!,negative,emotional_exaggeration,1
TERRIBLE BANGETTTT NYESELLL!!!,negative,emotional_exaggeration,1
ZONK PARAHHH RUGI TOTALLLL!!!,negative,emotional_exaggeration,1
KECEWA BERATTT GA AKAN BELIII!!!,negative,emotional_exaggeration,1
DISAPPOINTINGGGG PARAHHH BANGETTTT!!!,negative,emotional_exaggeration,1
Seneeeng bangett ga nyangkaaa sih!!!,positive,emotional_exaggeration,5
Mantappp abiss sumpaaah kerennn!!!,positive,emotional_exaggeration,5
Puassss maksimalll ga bohongg!!!,positive,emotional_exaggeration,5
Bahagiaaaa bangettt finally!!!,positive,emotional_exaggeration,5
Kecewaaaa parahhh bangettt deh!!!,negative,emotional_exaggeration,1
Nyeselll totalll parahhhh!!!,negative,emotional_exaggeration,1
Mengecewakannnn banget sekaliii!!!,negative,emotional_exaggeration,1
Zonkkk besarrr rugiiii bangett!!!,negative,emotional_exaggeration,1
Parahhhh ampunn kecewaaa beratt!!!,negative,emotional_exaggeration,1
Terrible sekaliiii ga bangett!!!,negative,emotional_exaggeration,1
Apa beneran ini kualitas premium?,negative,question_conditional,2
Masa iya sih sebagus ini?,positive,question_conditional,5
Kalau ada garansi pasti lebih oke,neutral,question_conditional,3
Seandainya warna lebih banyak...,neutral,question_conditional,3
Emang worth it ya harga segini?,neutral,question_conditional,3
Beneran ori apa KW nih?,negative,question_conditional,2
Gimana bisa jelek gini?,negative,question_conditional,1
Apa ini yang disebut best seller?,negative,question_conditional,1
"Kalau packaging lebih oke, bisa 5 star",neutral,question_conditional,3
Masa gitu doang kualitasnya?,negative,question_conditional,1
Emang segini standarnya?,negative,question_conditional,2
Beneran recommended nih?,neutral,question_conditional,3
Kalau harga lebih murah mungkin oke,neutral,question_conditional,3
Apa cuma gw yang kecewa?,negative,question_conditional,1
Seandainya CS lebih ramah...,neutral,question_conditional,3
Masa bagus harga murah gini?,positive,question_conditional,5
Emang bisa sebagus ini?,positive,question_conditional,5
Kalau bisa retur gw udah retur,negative,question_conditional,1
Seandainya pengiriman lebih cepat...,neutral,question_conditional,3
Apa ini produk gagal produksi?,negative,question_conditional,1
Gimana cara komplainnya?,negative,question_conditional,2
Beneran worth the hype?,neutral,question_conditional,3
Kalau ada pilihan warna lain pasti perfect,neutral,question_conditional,3
Masa seller terpercaya gini?,negative,question_conditional,1
Emang ga ada quality control?,negative,question_conditional,1
Seandainya bisa tukar size...,neutral,question_conditional,3
Apa semua barang sejelek ini?,negative,question_conditional,1
Kalau gratis ongkir pasti beli lagi,neutral,question_conditional,3
Mantul poll cakep jiwa,positive,colloquial_slang,5
Anjay keren abis sultan punya,positive,colloquial_slang,5
Sabi bgt seller nya goks,positive,colloquial_slang,5
Syahdu bgt barangnya cuan,positive,colloquial_slang,5
Ngabs parah recommended poll,positive,colloquial_slang,5
Cakep bgt dah mantul jiwa,positive,colloquial_slang,5
Anjir bagus bener cuan nih,positive,colloquial_slang,5
Mantul abis goks banget,positive,colloquial_slang,5
Sabi poll recommendasi nih,positive,colloquial_slang,5
Cakep parah mantul bgt,positive,colloquial_slang,5
Receh parah ga guna bgt,negative,colloquial_slang,1
Mager bgt komplainnya ribet,negative,colloquial_slang,2
Anjir zonk parah mending skip,negative,colloquial_slang,1
Receh abis ga worth it,negative,colloquial_slang,1
Mager banget ga mau lagi,negative,colloquial_slang,1
Zonk poll parah bgt,negative,colloquial_slang,1
Receh kok dijual mahal,negative,colloquial_slang,1
Ngabs parah jelek bgt,negative,colloquial_slang,1
Anjir parah kecewa berat,negative,colloquial_slang,1
Mager sih gini doang,negative,colloquial_slang,2
Lumayan sih goks dikit,neutral,colloquial_slang,3
Biasa aja ga terlalu mantul,neutral,colloquial_slang,3
Ya gitu deh standar poll,neutral,colloquial_slang,3
Oke lah mayan cuan,neutral,colloquial_slang,3
Sesuai harga sih receh,neutral,colloquial_slang,3
Gitu aja kok ga spesial,neutral,colloquial_slang,3
Ya lumayan lah goks dikit,neutral,colloquial_slang,3
Standar aja ga mantul,neutral,colloquial_slang,3
Mayan sih tp ya gitu,neutral,colloquial_slang,3
Biasa aja poll,neutral,colloquial_slang,3
"Kualitas mantap, harga ok, pengiriman cepat, seller ramah banget",positive,aspect_based,5
"Produk bagus, packaging aman, harga reasonable, puas total",positive,aspect_based,5
"Barang sesuai, warna match, size pas, material bagus semua",positive,aspect_based,5
"Quality excellent, delivery fast, seller helpful, highly recommended",positive,aspect_based,5
"Produk ori, harga fair, pengiriman aman, seller jujur sekali",positive,aspect_based,5
"Barang oke, design bagus, material premium, worth buying",positive,aspect_based,5
"Kualitas top, pelayanan oke, pengiriman kilat, puas maksimal",positive,aspect_based,5
"Product quality good, price reasonable, fast shipping, very satisfied",positive,aspect_based,5
"Barang mantap, seller amanah, packaging rapi, delivery super cepat",positive,aspect_based,5
"Material bagus, jahitan rapi, design oke, harga pas banget",positive,aspect_based,4
"Kualitas lumayan, harga ok, pengiriman lama, seller ramah",neutral,aspect_based,3
"Barang sesuai, harga pas, tapi packaging kurang rapi",neutral,aspect_based,3
"Produk oke, warna beda dikit, size pas, material standar",neutral,aspect_based,3
"Quality ok, price fair, but delivery very slow",neutral,aspect_based,3
"Barang bagus, harga mahal, pengiriman cepat, overall oke",neutral,aspect_based,3
"Produk sesuai, seller ramah, tapi admin lelet respon banget",neutral,aspect_based,3
"Material ok, design biasa, harga reasonable, acceptable lah",neutral,aspect_based,3
"Kualitas standar, packaging biasa, pengiriman normal saja",neutral,aspect_based,3
"Barang sesuai foto, harga oke, tapi warna cepat pudar",neutral,aspect_based,3
"Product acceptable, price ok, but minor defects present",neutral,aspect_based,3
"Barang rusak, packaging amburadul, seller ga respon, parah banget",negative,aspect_based,1
"Kualitas jelek, harga mahal, pengiriman lama, kecewa berat",negative,aspect_based,1
"Produk cacat, warna salah, size beda, komplain diabaikan semua",negative,aspect_based,1
"Quality terrible, price too high, delivery late, very disappointed",negative,aspect_based,1
"Barang KW, seller bohong, packaging rusak, zonk total semua",negative,aspect_based,1
"Material buruk, jahitan asal, design jelek, rugi besar",negative,aspect_based,1
"Kualitas parah, pelayanan buruk, pengiriman hancur, terrible",negative,aspect_based,1
"Product terrible, seller dishonest, packaging poor, big regret",negative,aspect_based,1
"Barang lecet, warna beda, size salah, seller jutek banget",negative,aspect_based,2
"Material tipis, design ok, harga kemahalan, kurang puas",negative,aspect_based,2
PERFECTTTT SEKALIII PUASSS MAKSIMALLL BANGETT!!!,positive,emotional_exaggeration,5
WONDERFULLL BANGETT GA NYESELLL SAMASEKALIII!!!,positive,emotional_exaggeration,5
SPECTACULARRR SEKALI RECOMMENDEDDD POLLLL!!!,positive,emotional_exaggeration,5
SUPERBBB BANGETTT PUASSS TOTALLLL!!!,positive,emotional_exaggeration,5
AMAZINGGG BELIIII SEKARANGG JUGAAA!!!,positive,emotional_exaggeration,5
FANTASTICCCC ABISSS MANTAPPPP!!!,positive,emotional_exaggeration,5
OUTSTANDINGGGG SEKALIIII TOPPP!!!,positive,emotional_exaggeration,5
EXCELLENTTTT POOLLL BELAANJAAAA!!!,positive,emotional_exaggeration,5
MAGNIFICENTTT BANGETT PUASSSS!!!,positive,emotional_exaggeration,5
INCREDIBLEEEE SEKALIII WOWWW!!!,positive,emotional_exaggeration,5
HORRIFICCCC BANGETT PARAHHH SEKALIII DEHHHH!!!,negative,emotional_exaggeration,1
PATHETICCCC TOTALLL RUGIIII BESARRR!!!,negative,emotional_exaggeration,1
HORRIBLEEEE BANGETTTT KAPEEEKKK!!!,negative,emotional_exaggeration,1
AWFULLL PARAHHH SEKALIIII BANGETT!!!,negative,emotional_exaggeration,1
DISGUISTINGGGG TOTALLY PARAHHHH!!!,negative,emotional_exaggeration,1
TERRIBLEE AMPUNNNN DEHHHH PARAHHH!!!,negative,emotional_exaggeration,1
NIGHTMAREEEE TOTALLL KECEWAAA!!!,negative,emotional_exaggeration,1
DISASTERRR BANGETTTT RUGIIII!!!,negative,emotional_exaggeration,1
ATROCIOUSSSS SEKALIII ZONKKK!!!,negative,emotional_exaggeration,1
DREADFULLLL PARAHHH BANGETTTT!!!,negative,emotional_exaggeration,1
Gimana cara retur produk jelek gini?,negative,question_conditional,1
Apa mungkin ini produk reject pabrik?,negative,question_conditional,1
Masa iya seller terpercaya gini?,negative,question_conditional,1
Kalau free gift pasti lebih worth it,neutral,question_conditional,3
Seandainya ada cash on delivery oke,neutral,question_conditional,3
Apa ini produk reject quality?,negative,question_conditional,1
Gimana bisa sebagus ini harga murah?,positive,question_conditional,5
Emang harga segini pantas?,negative,question_conditional,2
Beneran ini best seller ya?,neutral,question_conditional,3
Masa gini aja ga ada quality control?,negative,question_conditional,1
Apa cuma gw yang puas banget?,positive,question_conditional,5
Kalau packaging lebih bagus pasti perfect,neutral,question_conditional,3
Seandainya ada pilihan warna lain...,neutral,question_conditional,3
Gimana bisa jelek banget gini?,negative,question_conditional,1
Masa bagus harga murah begini?,positive,question_conditional,5
Emang ga ada QC sama sekali?,negative,question_conditional,1
Beneran recommended atau gimana?,neutral,question_conditional,3
Seandainya seller lebih jujur oke deh,negative,question_conditional,2
Anjay mantul jiwa cakep poll dah bro,positive,colloquial_slang,5
Sabi bgt ngabs parah recommended poll,positive,colloquial_slang,5
Syahdu abis cuan nih barang mantul,positive,colloquial_slang,5
Cakep poll dah mantul abis jiwa,positive,colloquial_slang,5
Mantul bener cakep parah dah,positive,colloquial_slang,5
Ngabs banget sabi poll recommended,positive,colloquial_slang,5
Cuan poll mantul jiwa dah,positive,colloquial_slang,5
Syahdu parah cakep abis nih,positive,colloquial_slang,5
Sabi jiwa ngabs poll mantul,positive,colloquial_slang,5
Anjir keren cuan banget poll,positive,colloquial_slang,5
Receh poll zonk parah banget dah,negative,colloquial_slang,1
Mager bgt ribet ga guna poll,negative,colloquial_slang,1
Anjir zonk parah receh abis,negative,colloquial_slang,1
Receh banget mager poll dah,negative,colloquial_slang,1
Zonk parah mager bgt nih,negative,colloquial_slang,1
Receh poll ga guna mager,negative,colloquial_slang,1
Anjir parah zonk receh poll,negative,colloquial_slang,1
Mager banget receh ga worth,negative,colloquial_slang,1
Lumayan sih goks dikit aja,neutral,colloquial_slang,3
Biasa aja ga terlalu mantul si,neutral,colloquial_slang,3
Produk ini berkualitas dan oke banget,positive,aspect_based,4
"Barang berkualitas, pengiriman juga recommended",positive,aspect_based,5
"Sangat memuaskan, ga nyesel",positive,aspect_based,5
Produk ini berkualitas dan worth it,positive,aspect_based,4
Dari segi kualitas sangat bagus sekali,positive,aspect_based,5
Produk ini bagus sekali dan worth it,positive,aspect_based,5
Dari segi packaging sangat fantastic,positive,aspect_based,4
"luar biasa parah, repeat order",positive,short_vague,5
Puas dengan design yang superb,positive,aspect_based,4
Dari segi pengiriman sangat berkualitas,positive,short_vague,5
Produk ini bagus sekali dan berkualitas,positive,aspect_based,4
Recommended karena kualitasnya bagus,positive,short_vague,5
"Overall wonderful, mantap banget",positive,short_vague,4
Puas dengan harga yang superb,positive,short_vague,4
"superb sekali, akan beli lagi",positive,short_vague,5
"Sangat fantastic, mantap",positive,short_vague,5
Dari segi design sangat bagus sekali,positive,short_vague,4
Dari segi pengiriman sangat memuaskan,positive,short_vague,5
"Overall premium, top banget",positive,short_vague,4
Recommended karena seller jujur,positive,short_vague,4
"Sangat excellent, sangat puas",positive,short_vague,5
"Seller helpful, produk berkualitas",positive,short_vague,5
"luar biasa sekali, akan repeat order",positive,short_vague,5
Puas dengan produk yang fantastic,positive,aspect_based,5
"Sangat mantap banget, top",positive,short_vague,5
Dari segi pengiriman sangat wonderful,positive,aspect_based,4
"Sangat premium, worth it banget",positive,aspect_based,5
Dari segi design sangat fantastic,positive,short_vague,5
Dari segi produk sangat wonderful,positive,short_vague,4
"mantap banget sekali, akan beli lagi",positive,short_vague,5
"Sangat bagus sekali, top",positive,aspect_based,5
"Seller helpful, produk excellent",positive,short_vague,5
Dari segi harga sangat fantastic,positive,short_vague,5
"superb sekali, akan repeat order",positive,short_vague,5
Puas dengan produk yang berkualitas,positive,short_vague,4
"Overall premium, sangat puas banget",positive,aspect_based,5
"bagus sekali sekali, akan langganan",positive,aspect_based,5
"Seller amanah, produk mantap banget",positive,short_vague,4
Produk ini wonderful dan berkualitas,positive,short_vague,4
Dari segi pengiriman sangat bagus sekali,positive,short_vague,5
Produk ini bagus sekali dan recommended,positive,short_vague,5
Puas dengan material yang berkualitas,positive,short_vague,5
Puas dengan kualitas yang memuaskan,positive,short_vague,5
"Overall mantap banget, recommended banget",positive,short_vague,4
Dari segi kualitas sangat berkualitas,positive,short_vague,5
"Barang berkualitas, packaging juga worth it",positive,short_vague,5
Dari segi design sangat excellent,positive,short_vague,5
"premium sekali, akan beli lagi",positive,short_vague,4
Dari segi pelayanan sangat excellent,positive,short_vague,5
Dari segi material sangat bagus sekali,positive,aspect_based,5
"Barang mantap banget, design juga memuaskan",positive,aspect_based,5
"Seller responsif banget, produk excellent",positive,aspect_based,5
Puas dengan material yang superb,positive,aspect_based,4
Puas dengan packaging yang luar biasa,positive,aspect_based,4
"Barang mantap banget, harga juga worth it",positive,aspect_based,5
Produk ini superb dan berkualitas,positive,short_vague,4
"Sangat jelek sekali, kapok",negative,short_vague,1
"Barang parah banget, pelayanan juga ga worth it",negative,aspect_based,1
"Seller ga helpful, produk buruk sekali",negative,aspect_based,1
Produk ini disappointing dan zonk,negative,aspect_based,1
"zonk sekali, tidak akan rekomendasiin ke orang",negative,aspect_based,2
Dari segi packaging sangat cacat,negative,aspect_based,1
"Barang parah banget, kualitas juga parah",negative,short_vague,2
"rusak parah, rekomendasiin ke orang",negative,short_vague,1
"Seller ga responsif, produk rusak",negative,aspect_based,1
Tidak recommended karena seller ga jujur,negative,aspect_based,2
"Sangat disappointing, kapok",negative,short_vague,1
"Sangat buruk sekali, nyesel berat",negative,short_vague,1
"terrible sekali, tidak akan rekomendasiin ke orang",negative,aspect_based,1
nyesel dengan material yang rusak,negative,aspect_based,1
Tidak recommended karena kualitasnya buruk,negative,short_vague,1
"Overall zonk, parah banget",negative,aspect_based,1
"Overall zonk, sangat kecewa banget",negative,aspect_based,1
Tidak recommended karena pengiriman lama,negative,short_vague,1
"Barang zonk, pengiriman juga buruk",negative,aspect_based,1
Produk ini ga layak dan parah,negative,aspect_based,1
disappointed dengan pengiriman yang rusak,negative,aspect_based,1
"Sangat cacat, ga recommended",negative,aspect_based,2
"buruk sekali sekali, tidak akan beli lagi",negative,short_vague,1
"Overall zonk, nyesel berat banget",negative,aspect_based,1
"Barang cacat, harga juga ga worth it",negative,short_vague,1
"rusak parah, beli lagi",negative,short_vague,1
"Sangat parah banget, kapok",negative,short_vague,1
"Sangat mengecewakan, sangat kecewa",negative,short_vague,2
disappointed dengan kualitas yang ga layak,negative,aspect_based,1
"Barang zonk, packaging juga buruk",negative,short_vague,1
"Sangat disappointing, parah",negative,aspect_based,1
"parah banget sekali, tidak akan repeat order",negative,aspect_based,1
